vo_adv_1040009_000.m4a|HEY　YO！　私！　前途洋々！ニューフレンド！　自然とあがる抑揚！
vo_adv_5068308_003.m4a|あなたがなんと言おうとも、私たちは諦めません……！諦めない限り……あなたを思い続ける限り、私たちと絶交なんてさせませんよ……！
vo_adv_5068321_001.m4a|もうやめてください……子どもたちを悲しませるだけです……！お願いですから、私たちの話を聞いてください……！
vo_adv_5068321_004.m4a|マイベストフレンドくん……！　一緒に戦ってくれるんだね……！みんなで力を合わせて、がんばろう！
vo_adv_5068322_001.m4a|すごいよ！　やったよ！かっこいいよ、マイベストフレンドくん！
vo_adv_5068322_005.m4a|そ、そそ、それに私もいますよ〜！？友達がほしくて、とうとう自分自身を友達に……？
vo_adv_5068323_003.m4a|そ、そうです……！　相手のことを思いやるのが、友情というものなんじゃないでしょうか……！
vo_adv_5068323_004.m4a|だから……まずは私たちと友達になって、イチから友達の輪を広げませんか……？み、みんなで手をつなぎ合いましょう……！
vo_adv_5068402_004.m4a|トイキングさん……お願い、私の話を聞いてください……！これで、けんかは終わりにしませんか？
vo_adv_5068403_000.m4a|や、やりました……！　トイキングさんの回収を10回も……！
vo_adv_5068405_001.m4a|リ、リーダーさんに褒められてしまいました……！私、役に立ててます……バイト先に居場所ができました……！
vo_adv_5068411_000.m4a|今日で、このバイトも終わりですね……最初は不安でしたが、とってもいい経験になりました……！
vo_adv_5068411_003.m4a|私たちの作ったおもちゃが、子どもたちの友達になるなんて……なんてすごいことなんでしょう……！
vo_adv_5068411_004.m4a|つ、次は私の番ですね……私も、たくさん友達を作ってみたいです……！
vo_adv_5068425_001.m4a|リ、リーダーさんに褒められてしまいました……！私、役に立ててます……バイト先に居場所ができました……！
vo_adv_5084001_070.m4a|わ、私は、森で薬草を採ってきました……！団長さんがいないと、ＢＢ団の活動ができませんから……！
vo_adv_5084001_090.m4a|こんなに大勢の前で言えませんが、た、多分眠りは関係ない気がしますぅ……
vo_adv_5084001_112.m4a|えっ、ええぇっ！？わわ、私っ！？
vo_adv_5084001_114.m4a|むっ、無理ですぅ無理無理無理～～～！
vo_adv_5084001_116.m4a|できませんっ！私にできるのはラップくらいで～～～！
vo_adv_5084001_119.m4a|ひぃ～っ！？
vo_adv_5084637_000.m4a|団長さん……いつになったら起きてくれるんでしょうか……寝ている間に、私に友達が100人できちゃうかもしれませんよ……？
vo_adv_5084637_001.m4a|……すみません、強がっていないと寂しくて、可能性ゼロの妄言を……あなたなしで、ぼっち卒業はありえませんよね。はははっ……
vo_adv_5084637_002.m4a|だって、あなたと私の二人でＢＢ団なんですから。私は……あなたと友達を作りたいです……
vo_adv_5094000_000.m4a|拝啓、ミサト先生。またまたエルフの森を離れ、ランドソルに仮住まいを構えてから、３ヶ月が経ちました。これが何通目のお手紙なのかもう覚えていません。
vo_adv_5094000_001.m4a|人手不足が発生したおもちゃ工場のヘルプの依頼と、聖テレサ女学院のカリキュラム変更による急な特別講座が重なって、エルフの森に帰るのは、まだ当分先のこととなりそうです。
vo_adv_5094000_002.m4a|ですが、ランドソルは刺激が多く、毎日多くの人と関わっているため、ぼっち卒業のチャンス到来だと前向きに捉えています。今日も午前はバイト、午後は特別講師としてがんばります。かしこ。
vo_adv_5094000_003.m4a|……よし！　……よし！　……よし！
vo_adv_5094000_005.m4a|こ、工場長！　お疲れさまです！事故ゼロ・怪我ゼロ・効率全開でがんばってますよっ！
vo_adv_5094000_006.m4a|私みたいなぼっちエルフなんかの力で良ければいつでもお貸しすると、以前の短期バイトの時に誓いましたので！
vo_adv_5094000_007.m4a|私のほうこそ、もう一度こうして工場のみなさんと働くことができて、とってもうれしいですっ！　疎遠にならずに済んで安心していますっ！
vo_adv_5094000_008.m4a|こここ、この子は、『だいじょぶマイフレンドくんＶ４カスタム』といって……私の友達ですっ！
vo_adv_5094000_009.m4a|よよよ、良かったら……あの、その……私と……ううんっ！
vo_adv_5094000_010.m4a|私たちと一緒に遊びませんか？
vo_adv_5094000_012.m4a|カッコよくカスタマイズしてくれた場所に凱旋だ！……って、マイフレンドくんもよろこんでいますよっ！
vo_adv_5094000_017.m4a|え、ええ……！以前に編入生として入った縁もあって、あちらにもまた呼んでもらってるんです……！
vo_adv_5094000_019.m4a|えへへ……私もすぐに駆けつけられて良かったです！
vo_adv_5094000_020.m4a|あ、そうそう。今日も午後からは講座があるんです。お昼になったら失礼させていただきますね！
vo_adv_5094000_023.m4a|いえっ！　こんなぼっちの私でも求めてくれる人がいれば、ぼっちなりにぼっちの全力を振り絞って力になる所存ですっ！
vo_adv_5094000_024.m4a|多少の無理くらい、ずっとぼっちとして過ごしてきたこの10数年の苦労に比べたら、どうってことありませんっ！
vo_adv_5094000_025.m4a|では、今日のノルマを目指して、事故ゼロ・怪我ゼロ・効率全開〜〜！！
vo_adv_5094000_026.m4a|ご……ごご、ごっ……ごきっ……！
vo_adv_5094000_027.m4a|ご起立くださいーー！！
vo_adv_5094000_029.m4a|ああーっ！　今日もいきなり間違えてしまいましたー！ごきげんよう、と麗しく発音しなければいけないところを、まるでぼっち卒業の所信表明会みたいな堅苦しさが出ちゃいました！
vo_adv_5094000_030.m4a|……いや、待ってください。いえ、誰に待ってもらうかはさておき。講座を始める挨拶なんだし、起立を促すのは間違ってないのでは……？だったら、この流れで……！
vo_adv_5094000_031.m4a|ごきげんよう。
vo_adv_5094000_033.m4a|では、特別講座を始めます。今日の議題は──
vo_adv_5094000_034.m4a|ほっ……なんとか挽回できましたね。というか、もしかして私、ちゃんと挨拶できるようになってきた……？
vo_adv_5094000_035.m4a|ごきげんよう。
vo_adv_5094000_037.m4a|…………………………ふふっ。ふふっ、ふふふふふふっ……！
vo_adv_5094000_038.m4a|やりましたー！　ごきげんようを完璧にマスターしちゃいました！
vo_adv_5094000_039.m4a|初登校の日、緊張のあまり正門の前で、生まれたての小鹿のように震えていたあの頃の私は、もういませんっ！
vo_adv_5094000_040.m4a|ランドソルに仮住まいを構えたことで、慣れてきたようですね！では、挨拶に続く次のステップ、雑談に挑戦してみましょう！
vo_adv_5094000_042.m4a|ごきげんよう、ところでいい天気ですね、今日は晴れですが明後日からどうやら天気が崩れるそうです、いや天気が悪いと気分も上がらないですよね、だからといって遅刻は厳禁ですよ、でも足元には注意してください。
vo_adv_5094000_045.m4a|できれば私たちのこの会話のようにカラッと晴れた中で、この学院の正門をくぐりたい──
vo_adv_5094000_047.m4a|……あれっ？
vo_adv_5094000_050.m4a|……よし！　……よし！　……よし！
vo_adv_5094000_051.m4a|う～～ん……女学院でも挨拶はできるようになりましたが、まだ雑談はうまくできないんですよね……昨日は、万人受けする天気の話題を選んでみたんですが……
vo_adv_5094000_052.m4a|あっ、そうか！私のダサい森っぽさが気になって、会話に集中できないのかも！
vo_adv_5094000_053.m4a|そういうことなら、ここは一つ、エルフの森出身の13歳ではなく、ランドソルで暮らす（仮住まいですが）13歳として、若者らしい態度で接してみましょう。
vo_adv_5094000_054.m4a|都会のノリは、だいぶ覚えましたから、これくらい朝飯前のバリ楽勝なイージーステージっしょ！なんせ聖テレサ女学院で若いピチピチな女生徒と接してっからYO！
vo_adv_5094000_055.m4a|イッツ、ランチターイム！　ヘイ、みんな！いつもの店のいつものアレ、食べにいかね？　DOする？
vo_adv_5094000_058.m4a|……あれっ？
vo_adv_5094000_061.m4a|はああぁぁぁぁ～～～～～～
vo_adv_5094000_062.m4a|今日もぼっち卒業できませんでした……バイト仲間とのランチも失敗……やはり友達100人への道のりは、長く険しいです……
vo_adv_5094000_063.m4a|この３ヶ月間、毎日のように都会の人と交流を重ねて、私のコミュ力も高まっているはずなのに……
